,encoding,dataset,features,model,dim_reduction,n_train,n_test,accuracies,roc_auc,encoding_skrub,dim_reduction_skrub,n_train_skrub,n_test_skrub,accuracies_skrub,roc_auc_skrub,gain,gain_percent
572,lm__intfloat/e5-small,us_accidents_severity,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6702857142857143,0.7372886354693139,skrub__minhash_30,passthrough,1000.0,500.0,0.6657142857142857,0.7321581758837865,0.0051304595855273805,0.7007310379802034
573,lm__intfloat/e5-small-v2,us_accidents_severity,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6708571428571428,0.7387610107348028,skrub__minhash_30,passthrough,1000.0,500.0,0.6657142857142857,0.7321581758837865,0.006602834851016315,0.9018317446289591
574,lm__intfloat/multilingual-e5-base,us_accidents_severity,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6742857142857143,0.7391042336974543,skrub__minhash_30,passthrough,1000.0,500.0,0.6657142857142857,0.7321581758837865,0.00694605781366775,0.9487099977109699
575,lm__intfloat/multilingual-e5-large,us_accidents_severity,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6677142857142858,0.7349238117080892,skrub__minhash_30,passthrough,1000.0,500.0,0.6657142857142857,0.7321581758837865,0.00276563582430267,0.37773747741931274
576,lm__intfloat/multilingual-e5-small,us_accidents_severity,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6822857142857143,0.7426842395628774,skrub__minhash_30,passthrough,1000.0,500.0,0.6657142857142857,0.7321581758837865,0.010526063679090925,1.4376761778812257
577,lm__jinaai/jina-embedding-b-en-v1,us_accidents_severity,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.672,0.7326713590447219,skrub__minhash_30,passthrough,1000.0,500.0,0.6657142857142857,0.7321581758837865,0.0005131831609354043,0.07009184324356442
578,lm__jinaai/jina-embedding-l-en-v1,us_accidents_severity,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6725714285714286,0.7362862605467547,skrub__minhash_30,passthrough,1000.0,500.0,0.6657142857142857,0.7321581758837865,0.004128084662968212,0.563824156984276
579,lm__jinaai/jina-embedding-s-en-v1,us_accidents_severity,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6688571428571429,0.7304013886935721,skrub__minhash_30,passthrough,1000.0,500.0,0.6657142857142857,0.7321581758837865,-0.0017567871902144372,-0.23994640066592485
580,lm__llmrails/ember-v1,us_accidents_severity,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6722857142857143,0.734813004329148,skrub__minhash_30,passthrough,1000.0,500.0,0.6657142857142857,0.7321581758837865,0.002654828445361468,0.36260312768573955
581,lm__msmarco-bert-co-condensor,us_accidents_severity,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6737142857142857,0.7329754384584186,skrub__minhash_30,passthrough,1000.0,500.0,0.6657142857142857,0.7321581758837865,0.0008172625746321049,0.11162377223276775
582,lm__nthakur/contriever-base-msmarco,us_accidents_severity,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6662857142857143,0.7290435165211582,skrub__minhash_30,passthrough,1000.0,500.0,0.6657142857142857,0.7321581758837865,-0.003114659362628336,-0.42540798767542787
583,lm__paraphrase-multilingual-MiniLM-L12-v2,us_accidents_severity,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6788571428571428,0.7373753842363452,skrub__minhash_30,passthrough,1000.0,500.0,0.6657142857142857,0.7321581758837865,0.005217208352558678,0.7125794021573272
584,lm__paraphrase-multilingual-mpnet-base-v2,us_accidents_severity,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6697142857142857,0.7355818029780811,skrub__minhash_30,passthrough,1000.0,500.0,0.6657142857142857,0.7321581758837865,0.003423627094294557,0.46760757539337783
585,lm__sentence-t5-base,us_accidents_severity,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6705714285714286,0.7363974061503268,skrub__minhash_30,passthrough,1000.0,500.0,0.6657142857142857,0.7321581758837865,0.004239230266540273,0.5790047022862385
586,lm__sentence-t5-large,us_accidents_severity,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6702857142857143,0.7318606834012585,skrub__minhash_30,passthrough,1000.0,500.0,0.6657142857142857,0.7321581758837865,-0.00029749248252797234,-0.04063226940938955
587,lm__sentence-t5-xl,us_accidents_severity,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6859999999999999,0.7443202498048638,skrub__minhash_30,passthrough,1000.0,500.0,0.6657142857142857,0.7321581758837865,0.012162073921077265,1.6611265600355352
588,lm__sentence-t5-xxl,us_accidents_severity,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6808571428571428,0.7456100358915329,skrub__minhash_30,passthrough,1000.0,500.0,0.6657142857142857,0.7321581758837865,0.013451860007746341,1.8372887786861944
589,lm__thenlper/gte-base,us_accidents_severity,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6702857142857143,0.7360204421201951,skrub__minhash_30,passthrough,1000.0,500.0,0.6657142857142857,0.7321581758837865,0.003862266236408618,0.5275180095812609
590,lm__thenlper/gte-large,us_accidents_severity,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6694285714285714,0.7320064422028364,skrub__minhash_30,passthrough,1000.0,500.0,0.6657142857142857,0.7321581758837865,-0.00015173368095011686,-0.02072416670987242
591,lm__thenlper/gte-small,us_accidents_severity,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.674,0.7340806624592473,skrub__minhash_30,passthrough,1000.0,500.0,0.6657142857142857,0.7321581758837865,0.0019224865754607912,0.26257803829618676
592,openai__,us_accidents_severity,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.6731428571428572,0.7353871367813783,skrub__minhash_30,passthrough,1000.0,500.0,0.6657142857142857,0.7321581758837865,0.003228960897591837,0.44101957800227604
593,skrub__minhash_30,us_accidents_severity,all,GradientBoostingClassifier,passthrough,1000.0,500.0,0.6657142857142857,0.7321581758837865,skrub__minhash_30,passthrough,1000.0,500.0,0.6657142857142857,0.7321581758837865,0.0,0.0
594,fasttext__30,us_presidential,all,GradientBoostingClassifier,passthrough,1000.0,500.0,0.8177142857142857,0.8993433604013769,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.0004480064712093501,0.04983966923964704
595,hf__EleutherAI/pythia-1.4b,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8265714285714285,0.9050256449435146,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.006130291013347056,0.6819804982353151
596,hf__EleutherAI/pythia-160m,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8271428571428572,0.9035653417321167,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.00466998780194916,0.5195251907278139
597,hf__EleutherAI/pythia-1b,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.818,0.9017101524592646,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.002814798529097051,0.3131397349858507
598,hf__EleutherAI/pythia-2.8b,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8191428571428572,0.9021264084975197,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.0032310545673521762,0.35944724302170405
599,hf__EleutherAI/pythia-410m,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8171428571428571,0.8984416665799255,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,-0.0004536873502419825,-0.0504716537090065
600,hf__EleutherAI/pythia-6.9b,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8222857142857142,0.9050997626009366,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.0062044086707691015,0.6902259137998731
601,hf__EleutherAI/pythia-70m,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.820857142857143,0.9023537243956083,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.003458370465440841,0.38473560357388514
602,hf__bert-base-cased,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8274285714285714,0.9052261787594599,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.00633082482929237,0.7042894149594406
603,hf__bert-large-cased,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8254285714285714,0.9066696940937776,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.007774340163610116,0.8648771105133648
604,hf__huggyllama/llama-7b,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.822,0.9044998511099303,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.005604497179762746,0.623487167361435
605,hf__meta-llama/Llama-2-7b-hf,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8254285714285714,0.9061910336531539,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.007295679722986392,0.8116272590672631
606,hf__microsoft/deberta-v3-base,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8197142857142856,0.9007921447539913,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.0018967908238237685,0.21101353072196705
607,hf__microsoft/deberta-v3-large,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8140000000000001,0.8993230452925806,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.00042769136241305183,0.04757966102985085
608,hf__mistralai/Mistral-7B-v0.1,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8248571428571428,0.9035219070776727,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.0046265531475051525,0.5146931872855776
609,hf__roberta-base,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8222857142857143,0.9033222686867842,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.004426914756616718,0.49248388449904384
610,hf__roberta-large,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8265714285714285,0.9093244810529247,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.010429127122757231,1.1602159336077111
611,lm__BAAI/bge-large-en-v1.5,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8151428571428572,0.9024346665695909,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.0035393126394234198,0.39374023060067775
612,lm__BAAI/bge-small-en-v1.5,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8162857142857144,0.9042608903432089,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.005365536413041383,0.59690334248387
613,lm__TaylorAI/bge-micro,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8194285714285714,0.9047970062155299,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.005901652285362435,0.6565449759595617
614,lm__TaylorAI/bge-micro-v2,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8174285714285714,0.9008016322209773,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.0019062782908098042,0.21206898917378286
615,lm__TaylorAI/gte-tiny,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8151428571428572,0.9035105128971113,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.004615158966943755,0.5134256114202025
616,lm__all-MiniLM-L12-v2,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8222857142857143,0.9054292875872195,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.006533933657052016,0.7268847957088915
617,lm__all-MiniLM-L6-v2,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8157142857142857,0.9013086134555658,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.0024132595253982814,0.26846946252942366
618,lm__all-distilroberta-v1,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8202857142857143,0.902646553609092,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.003751199678924455,0.41731216681935085
619,lm__gtr-t5-base,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8151428571428572,0.8985853795249408,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,-0.0003099744052267317,-0.034483925617309695
620,lm__gtr-t5-xl,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8162857142857144,0.9041902679721376,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.0052949140419701335,0.5890467693285552
621,lm__gtr-t5-xxl,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8177142857142857,0.9021141442572678,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.0032187903271002627,0.3580828750562572
622,lm__intfloat/e5-base,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8200000000000001,0.9048609943730026,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.005965640442835096,0.6636635084108521
623,lm__intfloat/e5-base-v2,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8140000000000001,0.9031784354060665,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.004283081475898953,0.47648276934265843
624,lm__intfloat/e5-large,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8222857142857143,0.9066345455168138,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.007739191586646266,0.8609669137579612
625,lm__intfloat/e5-large-v2,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8182857142857143,0.9053854853302336,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.006490131400066046,0.7220118973459779
626,lm__intfloat/e5-small,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8228571428571428,0.9033404773902315,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.004445123460063982,0.4945095600537847
627,lm__intfloat/e5-small-v2,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8222857142857143,0.9010979006957128,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.0022025467655453213,0.2450281621676321
628,lm__intfloat/multilingual-e5-base,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8168571428571428,0.9009309803683117,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.0020356264381441447,0.2264586672123668
629,lm__intfloat/multilingual-e5-large,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8188571428571428,0.8985451943966422,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,-0.00035015953352535156,-0.03895442689678808
630,lm__intfloat/multilingual-e5-small,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.812857142857143,0.8998640618555809,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.0009687079254133701,0.10776648485031842
631,lm__jinaai/jina-embedding-b-en-v1,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8171428571428571,0.9004281869569406,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.001532833026773095,0.17052407936821712
632,lm__jinaai/jina-embedding-l-en-v1,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8099999999999999,0.898432790993101,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,-0.00046256293706647966,-0.05145904192785657
633,lm__jinaai/jina-embedding-s-en-v1,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8137142857142857,0.9028678886225469,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.003972534692379348,0.44193516798263066
634,lm__llmrails/ember-v1,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8137142857142857,0.9006209867825206,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.001725632852353054,0.19197260780225517
635,lm__msmarco-bert-co-condensor,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8214285714285714,0.903710201779436,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.004814847849268444,0.535640531260605
636,lm__nthakur/contriever-base-msmarco,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.818,0.9017957965518185,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.0029004426216510115,0.32266743942658516
637,lm__paraphrase-multilingual-MiniLM-L12-v2,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8157142857142857,0.8979042749101099,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,-0.0009910790200575725,-0.11025521666391509
638,lm__paraphrase-multilingual-mpnet-base-v2,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.820857142857143,0.9017586180948812,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.002863264164713719,0.31853142328469053
639,lm__sentence-t5-base,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8171428571428571,0.903007058079626,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.004111704149458495,0.45741744369700243
640,lm__sentence-t5-large,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8142857142857143,0.8995803821589233,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.000685028228755824,0.0762077838939461
641,lm__sentence-t5-xl,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8165714285714286,0.904394005003183,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.005498651073015504,0.6117120362202559
642,lm__sentence-t5-xxl,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8148571428571428,0.8991642790269869,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.0002689250968194168,0.029917286327448164
643,lm__thenlper/gte-base,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8154285714285715,0.9032445990263035,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.00434924509613599,0.48384331692450483
644,lm__thenlper/gte-large,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.822,0.9028620885638994,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.003966734633731872,0.44128992506062453
645,lm__thenlper/gte-small,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8242857142857142,0.9030926888572358,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.004197334927068308,0.46694366688142724
646,openai__,us_presidential,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.8202857142857143,0.9031572096702697,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.004261855740102183,0.47412145601469796
647,skrub__minhash_30,us_presidential,all,GradientBoostingClassifier,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,skrub__minhash_30,passthrough,1000.0,500.0,0.8194285714285714,0.8988953539301675,0.0,0.0
648,fasttext__30,wine_review,all,GradientBoostingClassifier,passthrough,1000.0,500.0,0.7457142857142857,0.8231371735066182,skrub__minhash_30,passthrough,1000.0,500.0,0.7585714285714287,0.8352828468128354,-0.012145673306217186,-1.454079100577856
649,hf__EleutherAI/pythia-1.4b,wine_review,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7774285714285715,0.8565982070373261,skrub__minhash_30,passthrough,1000.0,500.0,0.7585714285714287,0.8352828468128354,0.021315360224490765,2.551873333185659
650,hf__EleutherAI/pythia-160m,wine_review,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.768,0.847662321700402,skrub__minhash_30,passthrough,1000.0,500.0,0.7585714285714287,0.8352828468128354,0.012379474887566633,1.4820698084250907
651,hf__EleutherAI/pythia-1b,wine_review,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7817142857142858,0.8537803914568395,skrub__minhash_30,passthrough,1000.0,500.0,0.7585714285714287,0.8352828468128354,0.018497544644004105,2.214524662464296
652,hf__EleutherAI/pythia-2.8b,wine_review,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7834285714285715,0.8600861110179704,skrub__minhash_30,passthrough,1000.0,500.0,0.7585714285714287,0.8352828468128354,0.02480326420513501,2.9694449370983866
653,hf__EleutherAI/pythia-410m,wine_review,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7674285714285715,0.8503502726881662,skrub__minhash_30,passthrough,1000.0,500.0,0.7585714285714287,0.8352828468128354,0.015067425875330831,1.8038710998104621
654,hf__EleutherAI/pythia-6.9b,wine_review,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.79,0.8705690130949196,skrub__minhash_30,passthrough,1000.0,500.0,0.7585714285714287,0.8352828468128354,0.03528616628208425,4.224457190366671
655,hf__EleutherAI/pythia-70m,wine_review,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7471428571428572,0.8328087980921328,skrub__minhash_30,passthrough,1000.0,500.0,0.7585714285714287,0.8352828468128354,-0.0024740487207025597,-0.2961929279576033
656,hf__bert-base-cased,wine_review,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7754285714285715,0.8613817907739009,skrub__minhash_30,passthrough,1000.0,500.0,0.7585714285714287,0.8352828468128354,0.02609894396106549,3.12456362065263
657,hf__bert-large-cased,wine_review,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7825714285714286,0.8665652127449684,skrub__minhash_30,passthrough,1000.0,500.0,0.7585714285714287,0.8352828468128354,0.03128236593213307,3.745122511673296
658,hf__huggyllama/llama-7b,wine_review,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7934285714285715,0.8777653360174572,skrub__minhash_30,passthrough,1000.0,500.0,0.7585714285714287,0.8352828468128354,0.04248248920462183,5.086000432873851
659,hf__meta-llama/Llama-2-7b-hf,wine_review,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7931428571428573,0.8773452524733519,skrub__minhash_30,passthrough,1000.0,500.0,0.7585714285714287,0.8352828468128354,0.042062405660516555,5.035708062366282
660,hf__microsoft/deberta-v3-base,wine_review,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7774285714285715,0.8526290173101116,skrub__minhash_30,passthrough,1000.0,500.0,0.7585714285714287,0.8352828468128354,0.01734617049727627,2.0766822356598786
661,hf__microsoft/deberta-v3-large,wine_review,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7771428571428572,0.8603591642753387,skrub__minhash_30,passthrough,1000.0,500.0,0.7585714285714287,0.8352828468128354,0.025076317462503273,3.002134852665328
662,hf__mistralai/Mistral-7B-v0.1,wine_review,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7971428571428572,0.8762647433440222,skrub__minhash_30,passthrough,1000.0,500.0,0.7585714285714287,0.8352828468128354,0.04098189653118678,4.9063495901490395
663,hf__roberta-base,wine_review,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7948571428571428,0.8776275299493614,skrub__minhash_30,passthrough,1000.0,500.0,0.7585714285714287,0.8352828468128354,0.04234468313652606,5.0695023006996305
664,hf__roberta-large,wine_review,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7891428571428571,0.8670515272879197,skrub__minhash_30,passthrough,1000.0,500.0,0.7585714285714287,0.8352828468128354,0.0317686804750843,3.8033440524132796
665,lm__BAAI/bge-large-en-v1.5,wine_review,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7754285714285715,0.8525648920014733,skrub__minhash_30,passthrough,1000.0,500.0,0.7585714285714287,0.8352828468128354,0.017282045188637962,2.0690051585017653
666,lm__BAAI/bge-small-en-v1.5,wine_review,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.766,0.8474068099284643,skrub__minhash_30,passthrough,1000.0,500.0,0.7585714285714287,0.8352828468128354,0.01212396311562891,1.4514799581830233
667,lm__TaylorAI/bge-micro,wine_review,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7557142857142857,0.829481693025622,skrub__minhash_30,passthrough,1000.0,500.0,0.7585714285714287,0.8352828468128354,-0.005801153787213353,-0.6945136978867277
668,lm__TaylorAI/bge-micro-v2,wine_review,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7494285714285714,0.830166089369749,skrub__minhash_30,passthrough,1000.0,500.0,0.7585714285714287,0.8352828468128354,-0.005116757443086373,-0.6125778187125758
669,lm__TaylorAI/gte-tiny,wine_review,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7574285714285713,0.8395006951074617,skrub__minhash_30,passthrough,1000.0,500.0,0.7585714285714287,0.8352828468128354,0.004217848294626347,0.5049604826341483
670,lm__all-MiniLM-L12-v2,wine_review,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7468571428571428,0.8208615920945107,skrub__minhash_30,passthrough,1000.0,500.0,0.7585714285714287,0.8352828468128354,-0.014421254718324672,-1.7265115371818585
671,lm__all-MiniLM-L6-v2,wine_review,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7482857142857142,0.8247259805759393,skrub__minhash_30,passthrough,1000.0,500.0,0.7585714285714287,0.8352828468128354,-0.010556866236896112,-1.263867236969805
672,lm__all-distilroberta-v1,wine_review,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7474285714285714,0.8276510889515275,skrub__minhash_30,passthrough,1000.0,500.0,0.7585714285714287,0.8352828468128354,-0.007631757861307875,-0.9136734808368391
673,lm__gtr-t5-base,wine_review,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7477142857142857,0.824638478070842,skrub__minhash_30,passthrough,1000.0,500.0,0.7585714285714287,0.8352828468128354,-0.01064436874199337,-1.2743430303410133
674,lm__gtr-t5-xl,wine_review,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7482857142857142,0.8216414607955574,skrub__minhash_30,passthrough,1000.0,500.0,0.7585714285714287,0.8352828468128354,-0.013641386017277934,-1.6331457145718935
675,lm__gtr-t5-xxl,wine_review,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7505714285714286,0.8265983802509521,skrub__minhash_30,passthrough,1000.0,500.0,0.7585714285714287,0.8352828468128354,-0.008684466561883264,-1.039703687801124
676,lm__intfloat/e5-base,wine_review,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7922857142857144,0.8711982013835847,skrub__minhash_30,passthrough,1000.0,500.0,0.7585714285714287,0.8352828468128354,0.03591535457074935,4.299783565266607
677,lm__intfloat/e5-base-v2,wine_review,all,GradientBoostingClassifier,PCA_30,1000.0,500.0,0.7911428571428571,0.868602241576889,skrub__minhash_30,passthrough,1000.0,500.0,0.7585714285714287,0.8352828468128354,0.033319394764053656,3.9889954512042847
